STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,CHAPTER,Chapter,TIME_PERIOD,Time period,OBS_VALUE,Observation value,ADJUSTMENT,Adjustment,COUNTERPART_AREA,Counterpart area,SECTOR,Institutional sector,COUNTERPART_SECTOR,Counterpart institutional sector,CONSOLIDATION,Consolidation status,ACCOUNTING_ENTRY,Accounting entry,TRANSACTION,Transaction,INSTR_ASSET,Instruments and assets,MATURITY,Original and residual maturity,PRODUCT,Product,PENSION_FUNDTYPE,Pension fund type,CURRENCY_DENOM,Currency of denomination,VALUATION,Valuation,PRICE_BASE,Price base,TRANSFORMATION,Transformation,TABLE_IDENTIFIER,Table identifier,REF_YEAR_PRICE,Price reference year,BASE_PER,Base period,CONF_STATUS,Confidentiality status,DECIMALS,Decimals,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,CURRENCY,Currency
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,AUS,Australia,P31S13,Individual consumption expenditure of general government,PT_B1GQ,Percentage of GDP,NAAG_III,Part III: Expenditure,1974,,8.73329965195913,,N,Neither seasonally adjusted nor calendar adjusted,W,World,S13,General government,S1,Total economy,_Z,Not applicable,D,Expenditure,P31,Individual consumption expenditure,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,DNK,Denmark,P31S13,Individual consumption expenditure of general government,PT_B1GQ,Percentage of GDP,NAAG_III,Part III: Expenditure,1974,,15.7748956748768,,N,Neither seasonally adjusted nor calendar adjusted,W,World,S13,General government,S1,Total economy,_Z,Not applicable,D,Expenditure,P31,Individual consumption expenditure,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,FRA,France,P31S13,Individual consumption expenditure of general government,PT_B1GQ,Percentage of GDP,NAAG_III,Part III: Expenditure,1974,,10.4929755470699,,N,Neither seasonally adjusted nor calendar adjusted,W,World,S13,General government,S1,Total economy,_Z,Not applicable,D,Expenditure,P31,Individual consumption expenditure,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,NOR,Norway,P31S13,Individual consumption expenditure of general government,PT_B1GQ,Percentage of GDP,NAAG_III,Part III: Expenditure,1974,,9.48204204044448,,N,Neither seasonally adjusted nor calendar adjusted,W,World,S13,General government,S1,Total economy,_Z,Not applicable,D,Expenditure,P31,Individual consumption expenditure,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,USA,United States,P31S13,Individual consumption expenditure of general government,PT_B1GQ,Percentage of GDP,NAAG_III,Part III: Expenditure,1974,,6.2201867279127,,N,Neither seasonally adjusted nor calendar adjusted,W,World,S13,General government,S1,Total economy,_Z,Not applicable,D,Expenditure,P31,Individual consumption expenditure,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,AUS,Australia,P31S13,Individual consumption expenditure of general government,PT_B1GQ,Percentage of GDP,NAAG_III,Part III: Expenditure,1975,,9.91133666870628,,N,Neither seasonally adjusted nor calendar adjusted,W,World,S13,General government,S1,Total economy,_Z,Not applicable,D,Expenditure,P31,Individual consumption expenditure,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,DNK,Denmark,P31S13,Individual consumption expenditure of general government,PT_B1GQ,Percentage of GDP,NAAG_III,Part III: Expenditure,1975,,16.1561842555856,,N,Neither seasonally adjusted nor calendar adjusted,W,World,S13,General government,S1,Total economy,_Z,Not applicable,D,Expenditure,P31,Individual consumption expenditure,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,FRA,France,P31S13,Individual consumption expenditure of general government,PT_B1GQ,Percentage of GDP,NAAG_III,Part III: Expenditure,1975,,11.4884265928713,,N,Neither seasonally adjusted nor calendar adjusted,W,World,S13,General government,S1,Total economy,_Z,Not applicable,D,Expenditure,P31,Individual consumption expenditure,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,NOR,Norway,P31S13,Individual consumption expenditure of general government,PT_B1GQ,Percentage of GDP,NAAG_III,Part III: Expenditure,1975,,10.1472804613352,,N,Neither seasonally adjusted nor calendar adjusted,W,World,S13,General government,S1,Total economy,_Z,Not applicable,D,Expenditure,P31,Individual consumption expenditure,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,USA,United States,P31S13,Individual consumption expenditure of general government,PT_B1GQ,Percentage of GDP,NAAG_III,Part III: Expenditure,1975,,6.51366487348834,,N,Neither seasonally adjusted nor calendar adjusted,W,World,S13,General government,S1,Total economy,_Z,Not applicable,D,Expenditure,P31,Individual consumption expenditure,_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
