STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,MEASURE,Measure,EXPENDITURE,Expenditure,UNIT_MEASURE,Unit of measure,CHAPTER,Chapter,TIME_PERIOD,Time period,OBS_VALUE,Observation value,ADJUSTMENT,Adjustment,COUNTERPART_AREA,Counterpart area,SECTOR,Institutional sector,COUNTERPART_SECTOR,Counterpart institutional sector,CONSOLIDATION,Consolidation status,ACCOUNTING_ENTRY,Accounting entry,TRANSACTION,Transaction,INSTR_ASSET,Instruments and assets,MATURITY,Original and residual maturity,PRODUCT,Product,PENSION_FUNDTYPE,Pension fund type,CURRENCY_DENOM,Currency of denomination,VALUATION,Valuation,PRICE_BASE,Price base,TRANSFORMATION,Transformation,TABLE_IDENTIFIER,Table identifier,REF_YEAR_PRICE,Price reference year,BASE_PER,Base period,CONF_STATUS,Confidentiality status,DECIMALS,Decimals,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,CURRENCY,Currency
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,SVK,Slovak Republic,B9S13,Net lending (+) / net borrowing (-) of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2006,,-3.57005068052599,,N,Neither seasonally adjusted nor calendar adjusted,W,World,S13,General government,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B9,Net lending (+) / net borrowing (-),_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,SVN,Slovenia,B9S13,Net lending (+) / net borrowing (-) of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2006,,-1.25849829814813,,N,Neither seasonally adjusted nor calendar adjusted,W,World,S13,General government,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B9,Net lending (+) / net borrowing (-),_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,ESP,Spain,B9S13,Net lending (+) / net borrowing (-) of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2006,,2.12164270589546,,N,Neither seasonally adjusted nor calendar adjusted,W,World,S13,General government,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B9,Net lending (+) / net borrowing (-),_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,SWE,Sweden,B9S13,Net lending (+) / net borrowing (-) of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2006,,2.19502877146071,,N,Neither seasonally adjusted nor calendar adjusted,W,World,S13,General government,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B9,Net lending (+) / net borrowing (-),_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,CHE,Switzerland,B9S13,Net lending (+) / net borrowing (-) of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2006,,0.846508499842633,,N,Neither seasonally adjusted nor calendar adjusted,W,World,S13,General government,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B9,Net lending (+) / net borrowing (-),_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,GBR,United Kingdom,B9S13,Net lending (+) / net borrowing (-) of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2006,,-2.75896410282887,,N,Neither seasonally adjusted nor calendar adjusted,W,World,S13,General government,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B9,Net lending (+) / net borrowing (-),_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,USA,United States,B9S13,Net lending (+) / net borrowing (-) of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2006,,-3.34821582266923,,N,Neither seasonally adjusted nor calendar adjusted,W,World,S13,General government,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B9,Net lending (+) / net borrowing (-),_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,AUS,Australia,B9S13,Net lending (+) / net borrowing (-) of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2007,,0.61849954519599,,N,Neither seasonally adjusted nor calendar adjusted,W,World,S13,General government,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B9,Net lending (+) / net borrowing (-),_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,AUT,Austria,B9S13,Net lending (+) / net borrowing (-) of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2007,,-1.36958090798462,,N,Neither seasonally adjusted nor calendar adjusted,W,World,S13,General government,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B9,Net lending (+) / net borrowing (-),_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,BEL,Belgium,B9S13,Net lending (+) / net borrowing (-) of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2007,,0.066439884418465,,N,Neither seasonally adjusted nor calendar adjusted,W,World,S13,General government,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B9,Net lending (+) / net borrowing (-),_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,CAN,Canada,B9S13,Net lending (+) / net borrowing (-) of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2007,,1.81965580691923,,N,Neither seasonally adjusted nor calendar adjusted,W,World,S13,General government,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B9,Net lending (+) / net borrowing (-),_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,COL,Colombia,B9S13,Net lending (+) / net borrowing (-) of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2007,,-1.71432838746715,,N,Neither seasonally adjusted nor calendar adjusted,W,World,S13,General government,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B9,Net lending (+) / net borrowing (-),_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,CRI,Costa Rica,B9S13,Net lending (+) / net borrowing (-) of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2007,,0.945898393076642,,N,Neither seasonally adjusted nor calendar adjusted,W,World,S13,General government,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B9,Net lending (+) / net borrowing (-),_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,CZE,Czechia,B9S13,Net lending (+) / net borrowing (-) of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2007,,-0.677897718447898,,N,Neither seasonally adjusted nor calendar adjusted,W,World,S13,General government,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B9,Net lending (+) / net borrowing (-),_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,DNK,Denmark,B9S13,Net lending (+) / net borrowing (-) of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2007,,5.30782199137716,,N,Neither seasonally adjusted nor calendar adjusted,W,World,S13,General government,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B9,Net lending (+) / net borrowing (-),_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,EST,Estonia,B9S13,Net lending (+) / net borrowing (-) of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2007,,2.68927939808471,,N,Neither seasonally adjusted nor calendar adjusted,W,World,S13,General government,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B9,Net lending (+) / net borrowing (-),_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,FIN,Finland,B9S13,Net lending (+) / net borrowing (-) of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2007,,5.11175618387781,,N,Neither seasonally adjusted nor calendar adjusted,W,World,S13,General government,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B9,Net lending (+) / net borrowing (-),_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,FRA,France,B9S13,Net lending (+) / net borrowing (-) of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2007,,-2.98964902971361,,N,Neither seasonally adjusted nor calendar adjusted,W,World,S13,General government,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B9,Net lending (+) / net borrowing (-),_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,DEU,Germany,B9S13,Net lending (+) / net borrowing (-) of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2007,,0.154864645860704,,N,Neither seasonally adjusted nor calendar adjusted,W,World,S13,General government,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B9,Net lending (+) / net borrowing (-),_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,GRC,Greece,B9S13,Net lending (+) / net borrowing (-) of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2007,,-6.80687877032941,,N,Neither seasonally adjusted nor calendar adjusted,W,World,S13,General government,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B9,Net lending (+) / net borrowing (-),_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,HUN,Hungary,B9S13,Net lending (+) / net borrowing (-) of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2007,,-5.08530462461744,,N,Neither seasonally adjusted nor calendar adjusted,W,World,S13,General government,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B9,Net lending (+) / net borrowing (-),_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,ISL,Iceland,B9S13,Net lending (+) / net borrowing (-) of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2007,,5.56689511334044,,N,Neither seasonally adjusted nor calendar adjusted,W,World,S13,General government,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B9,Net lending (+) / net borrowing (-),_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,IRL,Ireland,B9S13,Net lending (+) / net borrowing (-) of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2007,,0.267824436823913,,N,Neither seasonally adjusted nor calendar adjusted,W,World,S13,General government,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B9,Net lending (+) / net borrowing (-),_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,ISR,Israel,B9S13,Net lending (+) / net borrowing (-) of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2007,,-0.429418978107747,,N,Neither seasonally adjusted nor calendar adjusted,W,World,S13,General government,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B9,Net lending (+) / net borrowing (-),_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,ITA,Italy,B9S13,Net lending (+) / net borrowing (-) of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2007,,-1.32594238998295,,N,Neither seasonally adjusted nor calendar adjusted,W,World,S13,General government,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B9,Net lending (+) / net borrowing (-),_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,JPN,Japan,B9S13,Net lending (+) / net borrowing (-) of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2007,,-2.90102556789893,,N,Neither seasonally adjusted nor calendar adjusted,W,World,S13,General government,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B9,Net lending (+) / net borrowing (-),_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,KOR,Korea,B9S13,Net lending (+) / net borrowing (-) of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2007,,3.77388641559368,,N,Neither seasonally adjusted nor calendar adjusted,W,World,S13,General government,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B9,Net lending (+) / net borrowing (-),_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,LVA,Latvia,B9S13,Net lending (+) / net borrowing (-) of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2007,,-0.594811729813769,,N,Neither seasonally adjusted nor calendar adjusted,W,World,S13,General government,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B9,Net lending (+) / net borrowing (-),_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,LTU,Lithuania,B9S13,Net lending (+) / net borrowing (-) of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2007,,-0.815593715890951,,N,Neither seasonally adjusted nor calendar adjusted,W,World,S13,General government,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B9,Net lending (+) / net borrowing (-),_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,LUX,Luxembourg,B9S13,Net lending (+) / net borrowing (-) of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2007,,4.36293032262476,,N,Neither seasonally adjusted nor calendar adjusted,W,World,S13,General government,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B9,Net lending (+) / net borrowing (-),_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,MEX,Mexico,B9S13,Net lending (+) / net borrowing (-) of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2007,,-0.616095465995942,,N,Neither seasonally adjusted nor calendar adjusted,W,World,S13,General government,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B9,Net lending (+) / net borrowing (-),_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,NLD,Netherlands,B9S13,Net lending (+) / net borrowing (-) of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2007,,-0.25980490546345,,N,Neither seasonally adjusted nor calendar adjusted,W,World,S13,General government,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B9,Net lending (+) / net borrowing (-),_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,NZL,New Zealand,B9S13,Net lending (+) / net borrowing (-) of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2007,,4.14240869108714,,N,Neither seasonally adjusted nor calendar adjusted,W,World,S13,General government,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B9,Net lending (+) / net borrowing (-),_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,NOR,Norway,B9S13,Net lending (+) / net borrowing (-) of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2007,,17.0377268794589,,N,Neither seasonally adjusted nor calendar adjusted,W,World,S13,General government,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B9,Net lending (+) / net borrowing (-),_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,POL,Poland,B9S13,Net lending (+) / net borrowing (-) of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2007,,-1.87930353194387,,N,Neither seasonally adjusted nor calendar adjusted,W,World,S13,General government,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B9,Net lending (+) / net borrowing (-),_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,PRT,Portugal,B9S13,Net lending (+) / net borrowing (-) of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2007,,-2.8750297585126,,N,Neither seasonally adjusted nor calendar adjusted,W,World,S13,General government,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B9,Net lending (+) / net borrowing (-),_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,SVK,Slovak Republic,B9S13,Net lending (+) / net borrowing (-) of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2007,,-2.2582690651484,,N,Neither seasonally adjusted nor calendar adjusted,W,World,S13,General government,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B9,Net lending (+) / net borrowing (-),_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,SVN,Slovenia,B9S13,Net lending (+) / net borrowing (-) of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2007,,-0.077110427071586,,N,Neither seasonally adjusted nor calendar adjusted,W,World,S13,General government,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B9,Net lending (+) / net borrowing (-),_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,ESP,Spain,B9S13,Net lending (+) / net borrowing (-) of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2007,,1.88271258355831,,N,Neither seasonally adjusted nor calendar adjusted,W,World,S13,General government,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B9,Net lending (+) / net borrowing (-),_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,SWE,Sweden,B9S13,Net lending (+) / net borrowing (-) of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2007,,3.36797866029011,,N,Neither seasonally adjusted nor calendar adjusted,W,World,S13,General government,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B9,Net lending (+) / net borrowing (-),_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapter 6: Government,I,A,Annual,CHE,Switzerland,B9S13,Net lending (+) / net borrowing (-) of general government,_Z,Not applicable,PT_B1GQ,Percentage of GDP,NAAG_VI,Part VI: General Government,2007,,1.57588421892331,,N,Neither seasonally adjusted nor calendar adjusted,W,World,S13,General government,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B9,Net lending (+) / net borrowing (-),_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
